t	cx	cy	cx_gray	cy_gray	d_gray	cx_green	cy_green	d_green	d_green2	A	A_gray	A_green	FR	RR	height	width	aspect_ratio	sf	ID
101	949.055	1594.49	949.467	1594.02	0.62522	948.936	1594.63	0.180318	4.73588	201	45	156	0.776119	0	18.9369	12.4535	0.657629	0.00679421	3601
101	1042.09	663.718	1048.71	670.321	9.35265	1020.91	642.604	29.904	31.5077	3849	2932	917	0.238244	0	131.542	52.9119	0.402242	0.00145941	3602
101	1110.92	240.196	1108.82	242.78	3.33173	1113.31	237.256	3.79064	12.2255	1009	537	472	0.46779	0.223984	47.5988	32.5275	0.683369	0.0048953	3603
101	1128.94	1246.08	1130.03	1247.23	1.58652	1128.27	1245.38	0.967285	12.5471	961	364	597	0.621228	0	55.4995	22.8749	0.412164	0.00524609	3604
101	1161.09	1790.76	1161.88	1791.76	1.27673	1160.48	1789.97	1.00093	9.40855	619	272	347	0.560582	0	38.992	20.5664	0.527452	0.00575364	3605
101	1240.57	1607.69	1241.11	1606.98	0.884231	1240.23	1608.14	0.567375	12.7348	1131	442	689	0.609195	0	45.9155	32.4877	0.707553	0.00606031	3606
101	1261.36	1521.22	1263.06	1521.05	1.70997	1260.78	1521.27	0.584839	5.28039	259	66	193	0.745174	0	20.3948	15.3059	0.750481	0.00660647	3607
101	1311.24	105.051	1313.33	104.293	2.22414	1309.26	105.768	2.10286	6.66017	428	208	220	0.514019	0	27.8062	19.6026	0.704973	0.00653076	3608
101	1316.82	637	1319.57	636.817	2.75473	1315.95	637.058	0.874365	7.22137	386	93	293	0.759067	0	27.0767	18.0181	0.665447	0.00598301	3609
101	1339	1305.05	1341.31	1305.07	2.30737	1337.16	1305.03	1.83469	12.5309	657	291	366	0.557078	0	47.1757	20.9778	0.444674	0.00440951	3610
101	1352.76	170.618	1352.76	170.618	0	1352.76	170.618	0	4.5707	102	0	102	1	0	17.2185	7.30651	0.42434	0.00491898	3611
101	1402.44	700.873	1404.45	701.125	2.02158	1400.99	700.691	1.46476	15.4067	1528	642	886	0.579843	0	61.9575	33.1656	0.535295	0.00531856	3612
101	1399.03	948.937	1404.1	951.482	5.67351	1397.08	947.957	2.18314	10.2762	583	162	421	0.722127	0	42.5308	17.3964	0.409031	0.00510311	3613
101	1462.68	1042.56	1465.92	1045.95	4.68504	1461.17	1040.99	2.18176	10.7004	598	190	408	0.682274	0	45.4804	16.6914	0.367001	0.00499516	3614
101	1520.35	1329.11	1521.15	1328.56	0.966574	1519.91	1329.42	0.540256	7.37817	371	133	238	0.641509	0	31.9034	15.5449	0.487249	0.0051654	3615
101	1544.4	1580.18	1549.44	1583.5	6.03247	1542.72	1579.08	2.01082	5.61773	256	64	192	0.75	0	21.3749	14.3157	0.669742	0.00694444	3616
101	1617.83	1704.55	1618.54	1705.7	1.35188	1617.22	1703.57	1.15445	13.4634	1003	462	541	0.539382	0	51.2639	32.1738	0.627611	0.00417743	3617
101	1646.96	125.179	1649.04	124.823	2.11166	1645.61	125.411	1.37244	14.3123	1221	481	740	0.606061	0	57.4718	31.6261	0.550289	0.00476886	3618
101	1831.22	713.407	1833.55	712.201	2.62905	1829.56	714.263	1.86667	11.9943	961	399	562	0.584807	0	44.5374	31.0484	0.697132	0.00505534	3619
101	1872.87	1352.7	1872.74	1352.44	0.289232	1873.21	1353.38	0.757308	10.6563	2193	1587	606	0.276334	0.113087	65.6262	45.7951	0.697818	0.00360454	3620
101	1878.41	1253.64	1882.09	1251.92	4.06652	1876.02	1254.76	2.63611	12.4561	1162	457	705	0.606713	0	49.2574	38.5304	0.782225	0.00461104	3621
102	62.1166	158.577	62.1386	158.772	0.19637	62.0977	158.41	0.168454	12.3671	875	404	471	0.538286	0	44.3727	28.4737	0.641695	0.00473229	3622
102	71.45	627.533	71.8333	627.375	0.414748	69.9167	628.167	1.65899	2.02634	60	48	12	0.2	0	9.42677	7.14868	0.758338	0.00708885	3623
102	105.53	127.037	103.825	124.2	3.30936	106.173	128.107	1.24882	9.18449	438	120	318	0.726027	0	34.5669	17.2132	0.497969	0.00499909	3624
102	147.296	1177.11	148.228	1175.78	1.61771	146.624	1178.06	1.16709	11.7033	1131	474	657	0.580902	0	46.5891	36.4644	0.78268	0.00525323	3625
102	176.632	1791.74	174.902	1788.91	3.31211	177.792	1793.63	2.2195	9.33701	481	193	288	0.598753	0	36.8158	19.4553	0.52845	0.0046391	3626
102	191.369	951.724	191.369	951.724	0	191.369	951.724	0	9.62152	369	0	369	1	0	37.7627	13.2993	0.35218	0.00432774	3627
102	250.526	837.378	252.848	838.576	2.61327	250.308	837.265	0.245709	9.24783	384	33	351	0.914062	0	35.5655	14.5532	0.409193	0.00450366	3628
102	279.724	614.902	276.776	611.27	4.67872	281.797	617.456	3.28922	14.5617	1015	419	596	0.587192	0	57.7449	25.5966	0.443271	0.00467406	3629
102	295.695	1141.63	296.267	1141.46	0.599165	295.126	1141.81	0.596259	6.05169	413	206	207	0.501211	0	27.9399	18.4809	0.661453	0.00610947	3630
102	377.482	34.8186	374.107	33.3414	3.6842	379.748	35.8102	2.47319	11.6464	722	290	432	0.598338	0	42.0363	26.4523	0.629273	0.00469856	3631
102	493.872	1611.33	497.1	1612.54	3.44536	492.087	1610.67	1.90495	9.43754	587	209	378	0.643952	0	38.7108	20.2667	0.523541	0.00507785	3632
102	517.082	1468.51	517.082	1468.51	0	517.082	1468.51	0	7.56327	219	0	219	1	0	28.386	11.2567	0.396559	0.00334167	3633
102	617.439	157.786	619.214	157.497	1.79882	616.295	157.973	1.15943	12.3006	1166	457	709	0.608062	0	53.7988	32.485	0.603824	0.00437924	3634
102	688.447	148.761	688.292	149.957	1.2055	689.55	140.227	8.60568	13.6612	1937	1699	238	0.12287	0.00309757	55.3342	45.9164	0.829801	0.00564072	3635
102	845.856	1451.05	849.446	1452.34	3.81727	844.873	1450.69	1.04486	15.1949	1168	251	917	0.785103	0	68.8328	26.1504	0.379911	0.00386116	3636
102	928.33	645.689	929.81	648.44	3.12405	927.652	644.427	1.43276	13.6016	1005	316	689	0.685572	0	47.9152	32.0945	0.669818	0.0040851	3637
102	941.538	1594.86	944.468	1594.82	2.93021	940.327	1594.87	1.21115	4.75657	212	62	150	0.707547	0	18.2731	14.1875	0.776417	0.00654321	3638
102	1020.91	639.829	1021.58	640.471	0.923334	1020.1	639.043	1.13018	14.7983	2313	1273	1040	0.449633	0	62.9842	50.443	0.800883	0.00506153	3639
102	1109.5	241.624	1105.68	244.236	4.62471	1113.29	239.029	4.59436	11.6921	909	453	456	0.50165	0.235424	44.7518	32.9609	0.736527	0.00418593	3640
102	1125.89	1248.61	1128	1251.79	3.81852	1124.73	1246.87	2.08812	12.5781	826	292	534	0.646489	0	51.4952	20.7919	0.403764	0.00511126	3641
102	1161.6	1790.5	1162.83	1790.77	1.26027	1160.69	1790.31	0.923047	9.40885	589	249	340	0.57725	0	38.6939	20.0264	0.517561	0.00486359	3642
102	1241.49	1606.86	1242.62	1606.8	1.13167	1240.75	1606.89	0.744756	12.5213	1091	433	658	0.603116	0	45.865	32.18	0.701626	0.00563533	3643
102	1261.4	1520.93	1253.12	1516.88	9.21915	1262.03	1521.24	0.702341	5.52838	226	16	210	0.929204	0	19.7653	14.0708	0.711896	0.00653255	3644
102	1311.52	97.5714	1309.5	92.9	5.0886	1311.96	98.587	1.10625	6.55507	280	50	230	0.821429	0	24.6068	14.5774	0.592414	0.00538627	3645
102	1315.54	638.011	1317.81	637.625	2.30911	1315.05	638.094	0.495868	7.25601	362	64	298	0.823204	0	26.2729	17.0536	0.649094	0.00598189	3646
102	1381.2	1286.66	1387.2	1283.97	6.56729	1342.02	1304.2	42.9307	43.0704	2540	2203	337	0.132677	0	112.037	38.9051	0.347253	0.00337128	3647
102	1355.61	170.378	1355.61	170.378	0	1355.61	170.378	0	4.61915	111	0	111	1	0.018018	17.7585	7.23189	0.407235	0.00566327	3648
102	1356.48	999.818	1356.48	999.818	0	1356.48	999.818	0	2.33045	33	0	33	1	0	7.67367	5.39064	0.702485	0.0060263	3649
102	1403.95	699.276	1404.2	699.661	0.456598	1403.75	698.956	0.379035	15.8286	1594	723	871	0.546424	0	64.105	34.774	0.542453	0.00467372	3650
102	1398.67	953.173	1403.22	956.075	5.39278	1396.78	951.966	2.24342	10.2853	548	161	387	0.706204	0	42.5483	16.4195	0.385902	0.00522024	3651
102	1464.59	1038.17	1465.21	1037.47	0.938256	1464.19	1038.62	0.601897	10.7705	655	256	399	0.60916	0	45.5777	18.2525	0.400471	0.00516822	3652
102	1519.74	1326.9	1523.25	1328.2	3.74213	1518.34	1326.37	1.50013	7.03611	325	93	232	0.713846	0	29.6306	15.3617	0.518441	0.00473457	3653
102	1542.42	1574.78	1542.42	1574.78	0	1542.42	1574.78	0	5.14587	179	0	179	1	0	16.6099	12.726	0.766168	0.00699219	3654
102	1617.53	1704.1	1616.73	1705.09	1.27744	1618.2	1703.27	1.06374	13.1805	942	428	514	0.545648	0	49.6815	31.7062	0.63819	0.00382902	3655
102	1646.04	123.774	1647.46	125.653	2.35331	1645.19	122.646	1.41261	14.0397	1221	458	763	0.624898	0	57.3666	31.5313	0.549646	0.00500336	3656
102	1825.15	709.978	1827.69	708.411	2.97784	1823.57	710.96	1.86489	12.1142	966	372	594	0.614907	0	46.2298	30.8599	0.667532	0.00422787	3657
102	1871.52	1354.88	1871.56	1354.49	0.38547	1871.42	1355.93	1.05762	10.9714	2512	1841	671	0.267118	0.105494	59.2403	53.4538	0.902321	0.00641019	3658
102	1883.59	1249.39	1887.52	1249.26	3.93358	1881.44	1249.46	2.14707	12.5363	1079	381	698	0.646895	0	48.7138	35.6464	0.731752	0.00435074	3659
103	13.0949	1769.43	13.0949	1769.43	0	13.0949	1769.43	0	8.4544	295	0	295	1	0	32.1716	12.7645	0.396764	0.00392935	3660
103	30.0878	1761	30.0878	1761	0	30.0878	1761	0	5.43156	205	0	205	1	0	16.8269	14.2505	0.84689	0.00762195	3661
103	61.7995	158.967	61.3129	159.767	0.936625	62.1286	158.425	0.633486	12.416	808	326	482	0.596535	0	44.6568	28.0915	0.629053	0.00385195	3662
103	106.261	125.367	105.751	124.859	0.719782	106.731	125.834	0.662386	8.80496	578	277	301	0.520761	0	39.0703	19.3382	0.494959	0.00550602	3663
103	149.401	1178.46	149.767	1177.18	1.32499	149.1	1179.5	1.08977	11.7123	1181	533	648	0.548688	0	47.5007	37.5213	0.78991	0.0053011	3664
103	178.874	1795.52	179.7	1795.65	0.837046	178.166	1795.4	0.716179	9.64962	514	237	277	0.538911	0	40.8869	19.2712	0.471329	0.00414837	3665
103	190.19	945.171	190.19	945.171	0	190.19	945.171	0	9.43564	363	0	363	1	0	37.8252	12.9622	0.342688	0.00456466	3666
103	247.468	838.331	243.368	835.16	5.18342	248.7	839.283	1.55647	9.09398	459	106	353	0.769063	0	36.7766	16.4012	0.44597	0.0051	3667
103	279.849	614.236	276.632	611.216	4.41151	281.787	616.055	2.65839	14.6773	984	370	614	0.623984	0	56.1589	25.8278	0.459905	0.00427083	3668
103	298.824	1148.06	300.158	1147.4	1.48837	297.627	1148.65	1.33617	6.53092	427	202	225	0.526932	0	29.141	18.7097	0.642039	0.00612661	3669
103	371.952	34.4586	370.599	34.5869	1.359	373.324	34.3286	1.37843	12.0946	846	426	420	0.496454	0	46.8546	28.8968	0.616733	0.00449149	3670
103	491.323	1606.27	494.12	1606.27	2.79663	489.701	1606.27	1.62225	8.68965	523	192	331	0.632887	0	35.1774	18.9157	0.537722	0.0057344	3671
103	512.163	1463.62	512.163	1463.62	0	512.163	1463.62	0	7.67934	215	0	215	1	0	28.0637	11.9604	0.426189	0.00355278	3672
103	619.046	158.984	619.635	159.427	0.737076	618.632	158.672	0.518064	12.4173	1175	485	690	0.587234	0	53.3435	32.9331	0.617377	0.0045892	3673
103	688.233	147.485	688.196	148.414	0.929566	688.422	142.603	4.88609	11.1995	1733	1456	277	0.159838	0.00288517	57.2181	39.0956	0.683272	0.00504665	3674
103	848.252	1452.86	851.564	1454.48	3.68724	847.144	1452.32	1.23441	15.7949	1244	312	932	0.749196	0	68.6208	27.2482	0.397083	0.00436252	3675
103	927.251	647.835	927.624	648.066	0.438378	927.067	647.72	0.217222	13.4895	1011	335	676	0.668645	0	52.9407	31.385	0.592833	0.0038267	3676
103	939.503	1604.39	939.372	1604.26	0.188248	939.541	1604.43	0.055513	4.64973	189	43	146	0.772487	0	16.4586	13.8715	0.842815	0.00702707	3677
103	1019.92	641.132	1020.38	642.673	1.6089	1019.36	639.29	1.92281	14.3517	1969	1072	897	0.455561	0	60.0017	46.0911	0.768162	0.00342695	3678
103	1107.13	244.627	1103.67	246.968	4.18023	1110.32	242.467	3.85732	12.5571	971	466	505	0.520082	0.23172	47.8905	32.2025	0.672419	0.00447144	3679
103	1124.82	1245.73	1128.41	1248.62	4.61126	1123.22	1244.44	2.05492	12.565	811	250	561	0.691739	0	51.5376	20.5973	0.399657	0.00482451	3680
103	1160.38	1790.29	1162.32	1790.91	2.03218	1159.24	1789.93	1.19638	9.56	591	219	372	0.629442	0	38.2982	20.0852	0.524443	0.00570001	3681
103	1239.52	1610.19	1240.24	1610.87	0.991769	1239	1609.69	0.714401	13.022	1156	484	672	0.581315	0	45.1329	33.741	0.747591	0.0058115	3682
103	1264.59	1520.69	1271.36	1523.61	7.38025	1263.09	1520.05	1.62365	5.59327	244	44	200	0.819672	0	20.586	14.5207	0.705369	0.00622385	3683
103	1311.97	101.008	1312.75	97.9069	3.19517	1311.13	104.39	3.4856	6.15687	391	204	187	0.478261	0	28.2188	17.2433	0.611058	0.006256	3684
103	1316.1	638.534	1316.1	638.534	0	1316.1	638.534	0	7.15971	281	0	281	1	0	27.6061	12.9496	0.469083	0.00531191	3685
103	1373.42	1292.99	1379.91	1289.28	7.47462	1342.24	1310.85	35.9332	37.2018	2201	1822	379	0.172194	0	89.9081	37.6914	0.419222	0.00314925	3686
103	1350.39	166.652	1350.39	166.652	0	1350.39	166.652	0	4.32913	92	0	92	1	0	17.8101	7.69407	0.432005	0.00378041	3687
103	1356.69	1000.06	1357.65	999.041	1.39978	1355.54	1001.27	1.67285	2.97921	90	49	41	0.455556	0	10.7957	10.4579	0.968704	0.00625	3688
103	1407.17	698.976	1407.02	700.548	1.57933	1407.29	697.68	1.3014	15.9086	1596	721	875	0.548246	0	70.6423	33.8081	0.478581	0.00355536	3689
103	1398.9	959.17	1402.31	962.194	4.56205	1397.4	957.844	2.00132	10.1292	610	186	424	0.695082	0	41.0356	18.5964	0.453178	0.00560147	3690
103	1463.48	1037.31	1466.07	1037.17	2.59378	1461.99	1037.39	1.48997	10.7236	677	247	430	0.635155	0	45.0053	18.9425	0.420895	0.00534181	3691
103	1519.49	1327.38	1520.75	1327.95	1.38419	1518.74	1327.04	0.820746	7.49436	360	134	226	0.627778	0	31.7265	15.1121	0.476326	0.00501225	3692
103	1541.79	1580.27	1544.11	1579.85	2.36695	1540.34	1580.54	1.46969	5.33758	295	113	182	0.616949	0	19.3855	18.0006	0.928558	0.007375	3693
103	1615.84	1707.89	1612.93	1708.75	3.03773	1618.3	1707.16	2.56995	12.9683	947	434	513	0.541711	0	49.8076	33.1706	0.665976	0.00317662	3694
103	1646.63	124.529	1648.53	124.027	1.95662	1645.56	124.814	1.11337	14.1592	1216	441	775	0.637336	0	56.8293	31.3444	0.551553	0.0047871	3695
103	1818.3	707.632	1821.86	706.295	3.7957	1816.17	708.435	2.28008	11.5228	930	349	581	0.624731	0	41.1257	31.7919	0.773043	0.00498328	3696
103	1871.33	1356.57	1871.73	1356.24	0.518557	1870.34	1357.41	1.29972	11.1112	2258	1614	644	0.285208	0.120461	60.1578	49.4514	0.822029	0.0038084	3697
103	1885.1	1251.58	1887.4	1250.67	2.47061	1883.61	1252.17	1.59882	12.2067	1153	453	700	0.607112	0	50.1246	35.491	0.708057	0.00504631	3698
104	16.1408	1767.84	16.1408	1767.84	0	16.1408	1767.84	0	8.43127	277	0	277	1	0	30.7795	13.0404	0.423672	0.00368959	3699
104	33.9444	1762.83	33.9444	1762.83	0	33.9444	1762.83	0	5.59308	216	0	216	1	0	17.2247	14.8177	0.860259	0.00747405	3700
104	69.4732	161.51	69.8266	162.653	1.1968	69.2164	160.679	0.869944	12.3043	822	346	476	0.579075	0	45.6133	27.615	0.605416	0.00348016	3701
104	104.728	123.68	105.253	122.366	1.4148	104.393	124.521	0.905843	9.50421	497	194	303	0.609658	0	36.5785	18.5843	0.508067	0.00473442	3702
104	149.789	1176.23	151.15	1175.26	1.6749	148.806	1176.94	1.20879	11.5072	1126	472	654	0.580817	0	46.3254	36.0502	0.778196	0.00514099	3703
104	175.509	953.065	175.509	953.065	0	175.509	953.065	0	9.32681	352	0	352	1	0	36.8098	13.4893	0.366459	0.00455463	3704
104	179.654	1796.45	180.162	1795.39	1.17476	179.112	1797.58	1.25612	8.9859	538	278	260	0.483271	0	37.0885	22.6242	0.610007	0.00339638	3705
104	280.209	841.24	286.616	841.787	6.43001	236.105	837.472	44.2648	45.2262	2925	2554	371	0.126838	0	90.6832	51.6487	0.56955	0.0025264	3706
104	280.808	613.57	278.889	611.354	2.93104	282.021	614.971	1.85344	14.7001	999	387	612	0.612613	0	55.7132	25.8052	0.463179	0.00476249	3707
104	298.21	1147.73	299.832	1148.25	1.70475	296.758	1147.26	1.5257	6.67769	415	196	219	0.527711	0	31.6441	17.4093	0.55016	0.00486724	3708
104	375.364	34.3571	372.96	33.6	2.52099	377.752	35.1087	2.50313	11.32	843	420	423	0.501779	0	46.9409	26.6109	0.566902	0.00473372	3709
104	491.627	1606.04	495.527	1609.23	5.03548	490.107	1604.8	1.9633	9.18807	467	131	336	0.719486	0	32.4717	17.9467	0.552687	0.00587244	3710
104	506.18	1461.5	506.18	1461.5	0	506.18	1461.5	0	4.54981	133	0	133	1	0	14.1832	11.9841	0.844952	0.00591111	3711
104	518.756	1471	518.756	1471	0	518.756	1471	0	3.44049	78	0	78	1	0	10.595	8.78531	0.829193	0.00694197	3712
104	613.248	159.452	613.832	159.759	0.660397	612.811	159.222	0.493093	12.1382	1186	507	679	0.572513	0	50.717	34.0439	0.671252	0.00489953	3713
104	687.514	146.667	687.601	147.786	1.122	686.94	139.237	7.45205	12.3156	1643	1428	215	0.130858	0.00365186	49.8561	40.976	0.821886	0.00662489	3714
104	847.72	1455.02	850.056	1457.25	3.22774	846.774	1454.12	1.30794	15.5961	1297	374	923	0.711642	0	67.1324	28.3414	0.422172	0.0046173	3715
104	923.731	646.564	919.897	645.57	3.96014	924.291	646.709	0.578827	13.3716	839	107	732	0.872467	0	48.1942	27.9705	0.580372	0.00317567	3716
104	935.762	1603.1	935.558	1602.48	0.656048	935.833	1603.32	0.227291	4.68124	202	52	150	0.742574	0	18.9203	12.6842	0.670404	0.00682802	3717
104	1017.54	639.263	1016.68	640.413	1.43454	1018.59	637.852	1.76067	14.0724	2136	1177	959	0.44897	0	57.7089	50.7645	0.879665	0.0042854	3718
104	1107.34	244.38	1103.63	246.99	4.52907	1111.36	241.544	4.91924	12.7037	993	517	476	0.479355	0.229607	47.7888	31.8812	0.667127	0.00481768	3719
104	1125.28	1247.08	1128.19	1250.5	4.48815	1124.05	1245.62	1.90661	12.7446	815	243	572	0.70184	0	52.2307	20.2208	0.387143	0.00494431	3720
104	1159.65	1789.89	1161.89	1789.89	2.23962	1158.25	1789.89	1.39441	9.52075	602	231	371	0.616279	0	38.8081	20.1563	0.519385	0.0056645	3721
104	1239.61	1608.79	1239.87	1608.36	0.499434	1239.44	1609.06	0.320555	12.7326	1159	453	706	0.609146	0	46.0007	33.1686	0.721044	0.00626825	3722
104	1267.48	1520.19	1270	1522.02	3.11013	1266.83	1519.72	0.804141	5.52199	258	53	205	0.794574	0	21.5101	14.8163	0.688808	0.00619954	3723
104	1314.43	640	1314.43	640	0	1314.43	640	0	7.27977	290	0	290	1	0	28.1823	13.6012	0.482617	0.00529622	3724
104	1317.48	102.429	1318.89	100.947	2.04297	1316.22	103.756	1.82792	6.50835	396	187	209	0.527778	0	27.43	18.2089	0.663834	0.00585799	3725
104	1368.3	1290.61	1374.19	1287.38	6.72477	1339.29	1306.49	33.0666	34.7673	2071	1721	350	0.169	0	77.7141	45.0377	0.57953	0.00245751	3726
104	1363.68	164.105	1363.68	164.105	0	1363.68	164.105	0	3.62697	76	0	76	1	0	12.7146	7.51469	0.591029	0.00564804	3727
104	1365.26	996.279	1365.26	996.279	0	1365.26	996.279	0	2.6162	43	0	43	1	0	9.08038	5.47968	0.603464	0.00671875	3728
104	1395.73	964.866	1396.33	964.869	0.605476	1395.38	964.864	0.343876	9.71982	588	213	375	0.637755	0	47.4419	16.4816	0.347406	0.00474561	3729
104	1410.24	700.837	1411.94	701.34	1.77346	1408.98	700.465	1.30762	15.5724	1475	626	849	0.575593	0	60.9091	32.6221	0.535587	0.00453986	3730
104	1459.17	1042.47	1460.54	1042.19	1.39913	1458.25	1042.66	0.937254	10.6762	683	274	409	0.598829	0	44.8074	19.3898	0.432736	0.00532911	3731
104	1516.5	1330.13	1517.59	1330.66	1.21964	1515.9	1329.84	0.66272	7.71448	355	125	230	0.647887	0	32.1908	15.0092	0.466257	0.00479833	3732
104	1536.7	1572.42	1536.7	1572.42	0	1536.7	1572.42	0	5.06171	175	0	175	1	0	16.3843	12.2438	0.747289	0.00777778	3733
104	1618.73	1707.21	1618.13	1707.9	0.911645	1619.18	1706.7	0.678084	13.2554	919	392	527	0.573449	0	49.2253	32.5261	0.660761	0.00364677	3734
104	1646.35	124.372	1648.34	125.327	2.20386	1645.21	123.822	1.26755	14.2126	1205	440	765	0.634855	0.000829876	57.7785	30.9016	0.534829	0.00478167	3735
104	1813.16	705.398	1814.29	704.631	1.36911	1812.39	705.912	0.919012	11.8126	971	390	581	0.598352	0	46.6789	31.2602	0.669685	0.00439565	3736
104	1869.86	1355.65	1869.25	1356.18	0.81087	1871.16	1354.5	1.73417	11.6965	1990	1356	634	0.318593	0.129648	59.9692	42.3796	0.706689	0.00552778	3737
104	1891.56	1255.78	1895.45	1255.08	3.95221	1889.16	1256.21	2.43306	12.4321	1118	426	692	0.618962	0	48.8654	36.3004	0.742864	0.00450799	3738
105	21.5029	1761.92	21.5029	1761.92	0	21.5029	1761.92	0	11.2157	509	0	509	1	0	33.6914	28.0583	0.832802	0.0028313	3739
105	72.1536	158.836	72.2228	158.671	0.179623	72.0955	158.976	0.150775	11.7718	905	413	492	0.543646	0	44.3976	29.4771	0.663935	0.00489454	3740
105	102.446	121.875	102.446	121.875	0	102.446	121.875	0	4.05374	112	0	112	1	0	12.8575	9.94065	0.773141	0.00728408	3741
105	118.158	113.949	118.158	113.949	0	118.158	113.949	0	5.30154	196	0	196	1	0	16.0017	14.3075	0.894122	0.00746837	3742
105	154.818	1174.67	156.781	1174.06	2.05509	153.345	1175.13	1.54289	11.8043	1173	503	670	0.571185	0	46.5009	37.424	0.804802	0.00517707	3743
105	171.127	952.732	166.371	950.138	5.41737	172.668	953.573	1.75536	9.80661	474	116	358	0.755274	0	34.991	23.8788	0.682428	0.00369839	3744
105	178.454	1797.48	178.56	1792.72	4.76022	178.401	1799.86	2.38011	9.58917	498	166	332	0.666667	0	36.7561	21.5982	0.587609	0.00430796	3745
105	278.506	843.09	284.145	843.702	5.67204	237.674	838.658	41.0719	41.6793	3008	2643	365	0.121343	0	87.9459	50.4164	0.573266	0.00283533	3746
105	279.674	614.629	277.343	611.689	3.75233	281.266	616.637	2.56273	14.6555	998	405	593	0.594188	0	57.4203	25.6103	0.446014	0.00396025	3747
105	298.878	1142.8	297.774	1142.66	1.11285	299.652	1142.89	0.779505	6.60183	386	159	227	0.588083	0	27.7213	18.5581	0.669453	0.00264521	3748
105	371.864	31.9108	370.708	31.615	1.19264	373.03	32.2092	1.20363	11.9442	874	439	435	0.497712	0	48.6942	27.2045	0.55868	0.00464015	3749
105	495.122	1603.33	497.605	1605.08	3.03733	494.296	1602.75	1.00956	8.68255	477	119	358	0.750524	0	35.6507	16.9319	0.474937	0.00544421	3750
105	504.414	1463.44	504.414	1463.44	0	504.414	1463.44	0	7.97215	249	0	249	1	0	30.4578	11.3436	0.372437	0.00392101	3751
105	611.424	162.841	610.705	163.904	1.28417	612.252	161.618	1.47638	12.4985	1350	722	628	0.465185	0	53.8625	35.7025	0.662845	0.00510984	3752
105	686.594	149.043	686.496	150.388	1.3484	687.362	138.512	10.5593	14.7977	1881	1668	213	0.113238	0.00265816	56.8634	44.91	0.789787	0.00529537	3753
105	845.165	1451.4	846.631	1454.74	3.64776	844.562	1450.02	1.502	15.3343	1320	385	935	0.708333	0	67.0011	29.3739	0.438409	0.00473485	3754
105	921.879	650.863	919.434	650.271	2.51575	922.364	650.981	0.498274	12.8572	738	122	616	0.834688	0	42.5527	28.0835	0.659972	0.00374361	3755
105	930.439	1600.64	933.951	1603.15	4.31535	929.561	1600.01	1.07884	5.03916	205	41	164	0.8	0	19.8397	12.1369	0.611745	0.00677104	3756
105	939.746	666.07	939.746	666.07	0	939.746	666.07	0	3.22271	71	0	71	1	0	9.56644	8.36553	0.874466	0.00739275	3757
105	1010.29	639.156	1010.89	640.417	1.39484	1009.58	637.634	1.68362	14.6663	2207	1207	1000	0.453104	0	62.2775	46.9774	0.754324	0.00290248	3758
105	1099.03	243.891	1095.27	245.341	4.03266	1102.42	242.587	3.62858	12.5598	948	449	499	0.526371	0.239451	47.2582	32.5869	0.689552	0.00425524	3759
105	1131.71	1250.49	1134.09	1250.18	2.40433	1130.39	1250.67	1.3325	13.0358	931	332	599	0.643394	0	54.6117	22.4783	0.411603	0.00498864	3760
105	1158.27	1787.3	1158.58	1788.68	1.40848	1158.03	1786.24	1.08508	9.35164	632	275	357	0.564873	0	39.6324	20.6079	0.519977	0.00594678	3761
105	1240.83	1607.2	1242.05	1607.16	1.22036	1240.07	1607.22	0.758982	13.0345	1124	431	693	0.616548	0	45.6273	33.5075	0.734374	0.00555062	3762
105	1267.75	1523.57	1271.77	1524.68	4.17327	1266.17	1523.13	1.63787	5.45852	259	73	186	0.718147	0	22.1173	14.6401	0.661929	0.00576273	3763
105	1315.33	101.806	1316.98	100.986	1.83745	1313.75	102.594	1.76353	6.80348	439	215	224	0.510251	0	28.8956	19.3406	0.669328	0.00639531	3764
105	1314.75	640.411	1317.54	639.212	3.03431	1313.76	640.838	1.08062	7.3339	377	99	278	0.737401	0	29.6031	16.5666	0.559623	0.00584351	3765
105	1365.15	1295.84	1370.47	1291.79	6.68228	1338.05	1316.5	34.0828	36.3434	2245	1877	368	0.16392	0	84.0306	47.0025	0.559349	0.00259568	3766
105	1363.96	164.679	1364.29	167.056	2.39942	1363.62	162.162	2.54056	3.79647	140	72	68	0.485714	0.0214286	15.4318	11.1167	0.720375	0.00622222	3767
105	1366.24	1003.57	1366.24	1003.57	0	1366.24	1003.57	0	2.80943	46	0	46	1	0	9.85784	5.2857	0.536193	0.00651927	3768
105	1397.06	969.491	1394.45	963.786	6.27165	1398.4	972.43	3.23082	10.4588	550	187	363	0.66	0	40.0362	17.63	0.440351	0.00511228	3769
105	1413.14	706.863	1414.88	707.131	1.76104	1411.5	706.61	1.66001	15.4922	1558	756	802	0.514763	0	62.415	33.5616	0.537716	0.00500379	3770
105	1461.39	1052.65	1463.5	1052	2.20238	1460.24	1053	1.20415	10.4646	662	234	428	0.646526	0	43.3201	19.218	0.443628	0.0058638	3771
105	1518.03	1325.53	1519.17	1326.02	1.23357	1517.37	1325.24	0.722799	7.84896	360	133	227	0.630556	0	31.8913	14.5164	0.455185	0.00486592	3772
105	1543.81	1574.28	1549.5	1578.48	7.06973	1542.07	1573	2.16254	5.30181	222	52	170	0.765766	0	21.0456	12.3601	0.587302	0.00685185	3773
