t	cx	cy	cx_gray	cy_gray	d_gray	cx_green	cy_green	d_green	d_green2	A	A_gray	A_green	FR	RR	height	width	aspect_ratio	sf	ID
6	1647.05	123.446	1649.54	124.844	2.85899	1645.86	122.783	1.35738	13.1243	1053	339	714	0.678063	0	51.6664	29.8383	0.577519	0.00428021	175
6	1829.94	1354.9	1836.96	1352.67	7.36797	1809.89	1361.28	21.0377	23.9205	3304	2447	857	0.259383	0	95.7927	45.5155	0.475146	0.00468254	176
6	1826.25	1268.08	1827.49	1267.42	1.40188	1825.68	1268.38	0.649749	11.4921	963	305	658	0.683281	0	40.0394	37.6459	0.940221	0.00506586	177
7	44.8542	1512.06	44.1165	1513.41	1.53615	45.2418	1511.36	0.807047	11.5336	1022	352	670	0.655577	0	36.9339	35.8613	0.970959	0.00523126	178
7	65.9945	1796.96	61.4847	1797.39	4.52989	68.5192	1796.72	2.53597	10.6669	730	262	468	0.641096	0	37.5874	26.9812	0.717824	0.00527518	179
7	87.2235	87.2941	87.5801	86.5609	0.815343	86.9779	87.7991	0.561552	11.5905	765	312	453	0.592157	0	46.0808	22.6332	0.491162	0.00518799	180
7	187.339	98.3964	187.339	98.3964	0	187.339	98.3964	0	8.17376	280	0	280	1	0	31.1927	12.9546	0.41531	0.00384088	181
7	263.654	1114.58	263.467	1115.62	1.06135	263.764	1113.96	0.624305	11.5401	1018	377	641	0.629666	0	41.5917	34.9476	0.840254	0.00582633	182
7	275.955	986.729	276.106	987.891	1.17141	275.801	985.544	1.19517	8.94459	598	302	296	0.494983	0	38.2092	20.0849	0.525655	0.00606515	183
7	296.913	598.769	298.357	598.673	1.44775	296.238	598.813	0.676317	14.9089	826	263	563	0.681598	0	59.1738	20.9775	0.354507	0.00335751	184
7	318.295	729.829	319.095	728.037	1.96227	317.791	730.96	1.23867	9.19556	491	190	301	0.613035	0	36.3669	17.1908	0.472705	0.00583829	185
7	577.064	127.874	577.296	129.217	1.36292	576.966	127.306	0.575501	12.109	933	277	656	0.703108	0	46.8384	29.5011	0.629849	0.00499936	186
7	599.105	1390.37	600.408	1392.94	2.87776	598.005	1388.2	2.42904	6.55633	343	157	186	0.542274	0	26.0137	16.5503	0.636214	0.00637262	187
7	899.051	1432.65	895.242	1428.99	5.27869	899.893	1433.46	1.16742	13.3323	889	161	728	0.818898	0	56.8974	20.6238	0.362474	0.0042381	188
7	979.452	592.558	979.167	594.833	2.29245	979.608	591.311	1.25715	12.8836	912	323	589	0.645833	0	49.845	27.0279	0.54224	0.00462625	189
7	1132.83	679.734	1133.3	678.243	1.56388	1132.6	680.457	0.757984	21.0587	1939	633	1306	0.673543	0	84.8204	44.6993	0.526988	0.00289782	190
7	1117.09	246.133	1117.51	247.984	1.89763	1116.7	244.405	1.7722	11.801	907	438	469	0.517089	0.2172	45.6375	32.1792	0.705105	0.0032782	191
7	1197.54	1256.25	1197.54	1256.25	0	1197.54	1256.25	0	11.1627	538	0	538	1	0	45.4505	16.6846	0.367093	0.00364855	192
7	1251.7	1590.99	1251.8	1590.99	0.0930177	1251.65	1590.99	0.0548096	12.3224	1055	391	664	0.629384	0	40.1038	35.4144	0.883069	0.00621524	193
7	1297.65	1198.18	1297.28	1197.59	0.694453	1298.25	1199.15	1.1425	3.83314	246	153	93	0.378049	0	19.4276	15.3461	0.78991	0.00711065	194
7	1312.06	1281.26	1312.63	1281.27	0.570949	1311.59	1281.26	0.471091	5.31102	345	156	189	0.547826	0	26.2717	15.8255	0.602378	0.00652174	195
7	1399.92	1494.7	1399.92	1494.7	0	1399.92	1494.7	0	5.12321	184	0	184	1	0	14.6874	14.5076	0.987755	0.00796399	196
7	1416.36	694.182	1417.54	694.544	1.23544	1416.04	694.081	0.341455	6.02599	314	68	246	0.783439	0	20.1679	18.7182	0.928116	0.00725777	197
7	1455.71	975.218	1455.49	974.961	0.339173	1455.85	975.385	0.21995	9.88995	587	231	356	0.606474	0	39.9924	18.9949	0.474963	0.00559175	198
7	1497.75	673.998	1499.09	672.618	1.9239	1497.12	674.651	0.911468	14.6962	1319	424	895	0.678544	0	57.6623	31.8615	0.552553	0.00452332	199
7	1530.55	255.097	1530.55	255.097	0	1530.55	255.097	0	5.32321	145	0	145	1	0.0275862	21.913	7.70313	0.351533	0.00595825	200
7	1532.05	842.081	1531	847	5.02984	1532.07	842	0.0824441	3.09294	62	1	61	0.983871	0	10.3311	7.42793	0.718988	0.0062	201
7	1553.01	967.02	1552.77	966.904	0.265937	1553.21	967.117	0.22278	10.3559	689	314	375	0.544267	0	42.4165	20.8197	0.490838	0.00596021	202
7	1608.27	1729.4	1610.3	1728.04	2.45022	1607.04	1730.22	1.47607	11.436	806	303	503	0.624069	0	48.2042	27.6059	0.572687	0.00398025	203
7	1602.4	1394.62	1602.12	1395.42	0.854489	1602.55	1394.16	0.478027	5.03988	276	99	177	0.641304	0	19.755	16.4797	0.834201	0.0073334	204
7	1647.4	122.355	1650.32	124.832	3.82904	1646.24	121.371	1.52201	13.0147	1002	285	717	0.715569	0	51.4142	28.9519	0.563111	0.00457484	205
7	1830.62	1354.87	1838.91	1352.96	8.50588	1806.9	1360.36	24.3444	26.4858	3221	2387	834	0.258926	0	105.985	42.4724	0.400737	0.0032864	206
7	1826.1	1268.85	1826.73	1267.67	1.33909	1825.83	1269.36	0.571543	11.5965	956	286	670	0.700837	0	41.4201	37.731	0.910932	0.0045575	207
8	41.9495	1515.66	42.2359	1513.51	2.17821	41.8209	1516.63	0.978464	11.9981	971	301	670	0.69001	0	36.8447	34.8344	0.945439	0.00364687	208
8	65.9701	1798.68	63.4223	1800.2	2.96769	67.6879	1797.65	2.00093	10.7973	735	296	439	0.597279	0	36.5247	27.9139	0.764248	0.00536888	209
8	90.6272	86.0715	87.4926	82.7407	4.57385	92.4792	88.0394	2.70228	11.4942	727	270	457	0.628611	0	42.5766	22.7306	0.533876	0.00542716	210
8	186.184	99.9636	186.744	100.641	0.878376	185.844	99.5508	0.535256	7.69771	412	156	256	0.621359	0	30.7635	17.8531	0.580332	0.00565158	211
8	261.051	1112.05	262.664	1112.85	1.80182	260.037	1111.55	1.13278	11.4678	1057	408	649	0.614002	0	41.4703	35.2319	0.849568	0.0059354	212
8	276.189	989.108	276.679	990.653	1.62094	275.757	987.747	1.42711	9.03892	566	265	301	0.531802	0	38.5242	18.5837	0.482389	0.00620587	213
8	299.315	598.643	301.676	600.537	3.02685	298.34	597.861	1.24968	14.6449	835	244	591	0.707784	0	58.8303	21.3429	0.362788	0.00359412	214
8	312.698	1043.58	312.079	1043.12	0.769118	317.824	1047.36	6.36816	8.12355	1160	1035	125	0.107759	0.540517	62.5187	29.5094	0.472009	0.00158311	215
8	311.248	731.06	311.248	731.06	0	311.248	731.06	0	8.83842	282	0	282	1	0	33.8409	12.0673	0.35659	0.00423652	216
8	577.323	126.85	577.336	128.004	1.15371	577.318	126.372	0.478042	12.1017	966	283	683	0.707039	0	49.6474	29.294	0.59004	0.00464566	217
8	581.196	1389.7	581.196	1389.7	0	581.196	1389.7	0	4.71606	148	0	148	1	0	16.5969	10.6425	0.641237	0.00657778	218
8	592.167	1400.29	592.167	1400.29	0	592.167	1400.29	0	2.2456	24	0	24	1	0	7.2332	3.96666	0.548397	0.00550964	219
8	899.304	1434.29	900.073	1433.51	1.09374	899.088	1434.51	0.307293	14.0786	1003	220	783	0.780658	0	61.8799	21.8802	0.353592	0.00407697	220
8	977.909	588.051	976.404	589.348	1.98699	978.731	587.343	1.08466	12.4923	960	339	621	0.646875	0	49.5102	29.1164	0.588089	0.00434586	221
8	1128.85	677.889	1127.07	675.16	3.25519	1129.53	678.945	1.25945	21.1156	1864	520	1344	0.72103	0	84.0446	43.5634	0.518338	0.0029867	222
8	1114.88	241.628	1115.46	243.998	2.44124	1114.34	239.477	2.21695	11.7798	893	425	468	0.524076	0.234043	46.3877	31.0544	0.669453	0.00452987	223
8	1193.57	1257.5	1191.95	1255.95	2.24993	1194.05	1257.96	0.66436	10.8592	658	150	508	0.772036	0	49.5952	17.7125	0.357142	0.0043261	224
8	1250.36	1594.31	1249.54	1594.49	0.835244	1250.85	1594.2	0.503519	12.4891	1053	396	657	0.623932	0	41.2137	34.7518	0.843209	0.00638817	225
8	1287.57	1204.81	1287.4	1204.24	0.596602	1287.73	1205.37	0.57772	4.26581	248	122	126	0.508065	0	19.0053	15.4459	0.812714	0.00701675	226
8	1313.68	1280.46	1314.12	1279.27	1.26725	1313.31	1281.49	1.09479	5.37326	356	165	191	0.536517	0	22.8275	19.6778	0.862025	0.00672968	227
8	1407.24	1492.31	1399	1492.18	8.23907	1408.05	1492.32	0.814434	4.99834	189	17	172	0.910053	0	17.523	13.1694	0.751554	0.00669643	228
8	1424.43	690.058	1424.43	690.058	0	1424.43	690.058	0	6.06089	242	0	242	1	0	22.0484	13.7905	0.625468	0.00617284	229
8	1460.31	976.648	1462.22	975.991	2.02286	1459.11	977.059	1.26722	9.98691	579	223	356	0.614853	0	40.6979	18.493	0.454397	0.00579835	230
8	1495.66	676.624	1496.19	676.933	0.615659	1495.38	676.459	0.328944	14.6804	1321	460	861	0.651779	0	57.2014	31.6191	0.552768	0.00449681	231
8	1530.64	241.212	1530.64	241.212	0	1530.64	241.212	0	4.76765	118	0	118	1	0.0508475	18.7136	7.5437	0.403114	0.00569059	232
8	1551.19	969.627	1551.36	969.279	0.384638	1551.06	969.896	0.297381	10.0186	665	290	375	0.56391	0	42.3446	20.2503	0.478225	0.00561959	233
8	1541.4	846.597	1541.4	846.597	0	1541.4	846.597	0	3.48975	72	0	72	1	0	12.8684	6.85247	0.532502	0.00554017	234
8	1593.6	1389.38	1592.94	1390.16	1.01828	1594.07	1388.84	0.714853	6.09149	337	139	198	0.587537	0	27.2364	16.0079	0.587739	0.00566044	235
8	1608.76	1730.16	1609.63	1729.7	0.988016	1608.23	1730.43	0.593543	11.4668	802	301	501	0.624688	0	46.1429	28.5806	0.619393	0.00421892	236
8	1648.52	124.376	1652.01	124.732	3.51492	1646.99	124.221	1.53242	13.3269	1021	310	711	0.696376	0	52.8572	28.3993	0.537284	0.00466159	237
8	1830.87	1361.58	1839.02	1361.47	8.15444	1801.75	1361.97	29.1213	30.7141	3977	3107	870	0.218758	0	109.631	53.7554	0.490329	0.00407419	238
8	1825.88	1267.39	1827.25	1267.51	1.37245	1825.23	1267.34	0.656203	11.5475	977	316	661	0.676561	0	40.5872	37.7734	0.930673	0.00528394	239
9	11.1285	1583.91	11.1285	1583.91	0	11.1285	1583.91	0	11.7465	467	0	467	1	0	45.1607	16.548	0.366425	0.00310208	240
9	35.6732	1514.84	33.9857	1516.35	2.25961	36.5522	1514.06	1.17708	11.8367	1019	349	670	0.657507	0	38.8893	33.8726	0.870999	0.00431421	241
9	69.0399	1802.16	66.3643	1803.87	3.17329	70.6114	1801.16	1.86377	10.7745	727	269	458	0.629986	0	36.8721	29.1048	0.789345	0.00519746	242
9	90.6545	93.5087	88.7149	88.7412	5.14697	91.6201	95.8821	2.56225	12.0171	686	228	458	0.667638	0	41.313	24.0456	0.582035	0.00424494	243
9	186.453	101.266	185.976	103.135	1.9287	186.873	99.6186	1.69987	7.8449	444	208	236	0.531532	0	33.1183	17.2147	0.519795	0.00566327	244
9	260.072	1110.12	261.056	1110.82	1.2071	259.362	1109.62	0.870838	12.1511	1069	448	621	0.580917	0	42.1687	35.2241	0.835315	0.00562347	245
9	276.288	979.16	275.989	978.669	0.575536	276.459	979.443	0.330253	8.47791	480	175	305	0.635417	0	34.9283	18.0221	0.515975	0.00570749	246
9	299.44	604.294	300.029	605.849	1.66288	299.187	603.626	0.714749	14.2626	795	239	556	0.699371	0	55.645	21.9865	0.395121	0.00336585	247
9	312.604	1045.02	312.675	1044.74	0.289286	312.323	1046.13	1.1415	8.1971	1790	1428	362	0.202235	0.607263	67.2076	36.3538	0.540918	0.00421073	248
9	306.807	732.51	306.807	732.51	0	306.807	732.51	0	9.28697	300	0	300	1	0	34.5303	12.9168	0.37407	0.00366766	249
9	577.246	126.254	576.667	127.644	1.50629	577.466	125.728	0.569744	11.9363	962	264	698	0.725572	0	48.0613	29.9979	0.62416	0.00435491	250
9	581.806	1391.47	581.806	1391.47	0	581.806	1391.47	0	4.77184	155	0	155	1	0	15.3556	11.6278	0.757232	0.00707633	251
9	591.278	1402.78	591.278	1402.78	0	591.278	1402.78	0	1.67082	18	0	18	1	0	5.45219	3.96846	0.727864	0.0066568	252
9	899.53	1432.05	895.725	1428.74	5.04471	900.486	1432.89	1.26776	13.8282	961	193	768	0.799168	0	60.0025	23.6677	0.394446	0.00349994	253
9	977.26	593.911	980.257	594.221	3.01302	976.585	593.841	0.679283	12.7432	761	140	621	0.816032	0	45.26	26.1058	0.576795	0.00404022	254
9	1133.32	672.889	1134.87	671.252	2.25134	1132.68	673.567	0.932477	20.706	1871	548	1323	0.707108	0	83.7833	45.2226	0.539756	0.00276905	255
9	1116.58	238.966	1117.52	242.564	3.71972	1115.89	236.316	2.73877	12.2032	823	349	474	0.575942	0.207776	43.4673	33.1858	0.763467	0.0031395	256
9	1197.29	1251.22	1192.79	1245.93	6.94492	1198.59	1252.74	2.00099	11.4356	684	153	531	0.776316	0	47.775	19.2803	0.403564	0.00483816	257
9	1251.13	1598.8	1251.79	1598.26	0.859116	1250.78	1599.09	0.447221	12.3563	1002	343	659	0.657685	0	36.7745	35.5504	0.966713	0.00672501	258
9	1290.97	1202.71	1290.74	1202.05	0.701373	1291.24	1203.46	0.802407	3.8232	208	111	97	0.466346	0	17.8932	14.1183	0.789034	0.00671488	259
9	1320.27	1278.77	1322.45	1276.92	2.85716	1318.59	1280.19	2.19551	5.74847	336	146	190	0.565476	0	23.6638	17.5732	0.742619	0.00694215	260
9	1406.25	1491.72	1406.25	1491.72	0	1406.25	1491.72	0	4.93005	169	0	169	1	0	14.3751	13.8158	0.961098	0.00712599	261
9	1417.89	693.576	1417.89	693.576	0	1417.89	693.576	0	6.05736	238	0	238	1	0	21.4179	13.2907	0.620539	0.00734568	262
9	1460.22	977.496	1462.07	976.104	2.3123	1459.05	978.383	1.47264	9.83963	568	221	347	0.610915	0	38.5186	18.9491	0.491945	0.00547818	263
9	1496.3	684.945	1497.14	685.889	1.26915	1495.92	684.526	0.563586	14.7009	1265	389	876	0.69249	0	58.437	29.1952	0.499601	0.00464247	264
9	1527.63	233.701	1527.63	233.701	0	1527.63	233.701	0	5.01171	127	0	127	1	0.0314961	20.2663	7.84321	0.387007	0.00496094	265
9	1530.63	848.491	1530.63	848.491	0	1530.63	848.491	0	3.12476	57	0	57	1	0	10.8533	7.11148	0.655238	0.0061849	266
9	1548.34	975.117	1548.95	975.353	0.655146	1547.86	974.934	0.506616	10.4598	649	283	366	0.563945	0	44.5314	19.3905	0.435434	0.00548438	267
9	1583.41	1393.85	1583.41	1393.85	0	1583.41	1393.85	0	2.24056	34	0	34	1	0	7.12583	4.86271	0.682406	0.00780533	268
9	1609.43	1730.18	1612.48	1729.1	3.22946	1607.32	1730.93	2.24337	11.2431	827	339	488	0.590085	0	47.1265	27.8807	0.591615	0.00415753	269
9	1595.38	1386.32	1595.38	1386.32	0	1595.38	1386.32	0	4.79114	159	0	159	1	0	14.4119	12.8903	0.89442	0.00725895	270
9	1648.03	125.039	1650.29	126.928	2.94424	1647.04	124.211	1.29057	13.1974	1050	320	730	0.695238	0	51.9335	29.8002	0.573815	0.00475328	271
9	1818.73	1354.34	1822.65	1356.3	4.38266	1798.33	1344.11	22.8264	23.5368	2831	2375	456	0.161074	0	99.2403	41.9937	0.423152	0.00367241	272
9	1826.35	1267.92	1827.14	1267.55	0.867761	1825.95	1268.1	0.440108	11.2904	948	319	629	0.663502	0	39.8737	37.6672	0.944663	0.00507973	273
10	12.3612	1589.44	12.3612	1589.44	0	12.3612	1589.44	0	11.6913	454	0	454	1	0	46.9615	15.224	0.32418	0.00311121	274
10	36.4818	1510.96	34.5149	1511.3	1.99512	37.6301	1510.77	1.1648	11.8663	1096	404	692	0.631387	0	38.6327	35.808	0.926884	0.00566116	275
10	66.3885	1802.86	63.0376	1800.79	3.93651	68.0369	1803.88	1.93642	10.8861	646	213	433	0.670279	0	36.7219	27.8809	0.759244	0.00442696	276
10	84.0079	95.6148	82.2517	91.5272	4.44887	85.1207	98.2047	2.8189	11.6959	758	294	464	0.612137	0	41.4241	24.9347	0.601937	0.00559724	277
10	187.44	99.8357	191.571	104.58	6.29126	185.567	97.6842	2.85272	8.36896	359	112	247	0.688022	0	33.7955	13.4236	0.397201	0.00478182	278
10	258.175	1107.38	259.839	1107.42	1.66485	256.94	1107.34	1.23519	11.868	1080	460	620	0.574074	0	41.6743	36.3023	0.871097	0.00606455	279
10	269.83	988.5	269.198	990.591	2.18409	270.352	986.773	1.80363	8.7332	524	237	287	0.54771	0	36.6741	18.4295	0.50252	0.00598064	280
10	298.007	603.218	297.502	603.635	0.654728	298.263	603.007	0.331803	15.0615	895	301	594	0.663687	0	62.5782	21.3874	0.341771	0.00375823	281
10	309.134	1050.29	309.024	1050.17	0.159526	309.649	1050.82	0.743822	7.88051	1971	1623	348	0.17656	0.613902	68.8421	37.8079	0.549197	0.00502965	282
10	300.947	732.566	300.947	732.566	0	300.947	732.566	0	8.97247	318	0	318	1	0	35.1964	12.523	0.355803	0.00456267	283
10	578.701	125.424	579.921	127.251	2.19673	578.021	124.407	1.2234	11.9859	1026	367	659	0.6423	0	51.6322	29.0584	0.562796	0.00472471	284
10	576.836	1394.18	581.684	1395	4.91717	573.975	1393.7	2.90143	6.36513	256	95	161	0.628906	0	31.6068	10.5293	0.333134	0.00390625	285
10	897.224	1429.5	890.059	1428.77	7.20246	899.387	1429.72	2.17361	13.1707	949	220	729	0.768177	0	56.0141	22.924	0.409255	0.00481394	286
10	976.939	598.473	978.014	601.517	3.22802	976.43	597.032	1.52818	12.8041	915	294	621	0.678689	0	48.2312	28.871	0.598597	0.00459993	287
10	1127.35	673.003	1128.73	671.752	1.86922	1126.54	673.733	1.08978	21.1112	2012	741	1271	0.63171	0	84.0824	47.805	0.568549	0.00311255	288
10	1114.21	244.692	1114.52	248.4	3.72004	1113.89	240.879	3.82632	12.3285	923	468	455	0.492958	0.256771	45.144	32.5952	0.722028	0.00455802	289
10	1199.51	1246.5	1197.68	1242.23	4.64	1200.21	1248.15	1.79731	11.5501	702	196	506	0.720798	0	45.5449	20.0136	0.439425	0.00529827	290
10	1248.06	1595.88	1247.69	1596.31	0.56743	1248.28	1595.62	0.347785	12.3185	1108	421	687	0.620036	0	41.7093	34.8627	0.835851	0.00678855	291
10	1287.76	1210.35	1287.21	1209.98	0.653122	1288.7	1210.98	1.13808	3.92152	266	169	97	0.364662	0	19.8432	15.9358	0.803083	0.0069242	292
10	1325.98	1279.65	1325.95	1278.75	0.899372	1326	1280.24	0.592214	5.68536	340	135	205	0.602941	0	21.8327	19.5065	0.89345	0.00689879	293
10	1392.4	1490.03	1392.4	1490.03	0	1392.4	1490.03	0	5.21393	189	0	189	1	0	16.1999	13.3866	0.826338	0.00776627	294
10	1418.7	702.482	1416	695	7.95572	1418.76	702.633	0.160344	6.12826	253	5	248	0.980237	0	21.4165	14.9897	0.699912	0.00620037	295
10	1460.44	979.24	1459.95	979.581	0.593679	1460.84	978.958	0.48964	9.95317	655	296	359	0.548092	0	42.0131	20.2957	0.483081	0.00553509	296
10	1493.68	685.688	1494.03	685.732	0.357448	1493.48	685.663	0.202215	14.619	1343	485	858	0.638868	0	58.1299	30.7572	0.529111	0.00512314	297
10	1523.97	844.825	1523.97	844.825	0	1523.97	844.825	0	3.30644	63	0	63	1	0	11.5908	6.45227	0.556674	0.0063	298
10	1530.27	230.873	1530.27	230.873	0	1530.27	230.873	0	4.8105	118	0	118	1	0	20.2329	7.27597	0.359611	0.00538714	299
10	1547	972.564	1547.41	972.238	0.525591	1546.65	972.835	0.437455	10.1309	656	298	358	0.545732	0	41.546	19.9641	0.480531	0.00581066	300
10	1593.51	1383.18	1593.94	1383.27	0.436502	1593.24	1383.12	0.279622	6.18164	338	132	206	0.609467	0	26.1615	16.8347	0.643491	0.005408	301
10	1614.37	1726.23	1618.45	1725.47	4.15015	1611.37	1726.79	3.05208	11.4077	833	353	480	0.57623	0	44.1931	30.3194	0.686068	0.00434207	302
10	1647.79	124.449	1649.57	126.454	2.68034	1646.74	123.272	1.57332	13.1589	1095	405	690	0.630137	0	53.3584	29.7092	0.556786	0.00483282	303
10	1811.87	1354.8	1812.48	1355.07	0.665772	1803.52	1351.14	9.12218	10.0758	2896	2699	197	0.0680249	0	106.471	37.2471	0.349832	0.00359125	304
10	1826.05	1265.74	1826.98	1265.17	1.09324	1825.65	1265.99	0.475875	11.3792	943	286	657	0.696713	0	39.6449	37.9158	0.956387	0.00482689	305
11	11.5935	1590.92	11.5935	1590.92	0	11.5935	1590.92	0	11.8277	465	0	465	1	0	47.3618	15.3723	0.324571	0.00296526	306
11	37.8557	1508.53	36.5638	1506.68	2.25163	38.3328	1509.21	0.831527	11.5269	901	243	658	0.7303	0	36.1298	33.8132	0.935883	0.00304458	307
11	63.0466	1806.68	61.3668	1807.25	1.77239	64.0974	1806.33	1.10871	11.1985	751	289	462	0.61518	0	36.5159	29.3876	0.804788	0.0056681	308
11	82.7725	98.3392	82.6926	95.3786	2.96167	82.8306	100.492	2.15332	11.6338	734	309	425	0.579019	0	46.6449	21.7468	0.466221	0.00519183	309
11	178.616	97.8772	177.986	97.7842	0.637581	178.964	97.9286	0.351683	7.97939	391	139	252	0.644501	0	35.0173	15.3583	0.438592	0.00452358	310
11	242.833	996.839	238.039	999.601	5.53297	274.707	978.478	36.7841	37.2659	2478	2154	324	0.130751	0	85.6938	56.8718	0.663663	0.00261206	311
11	251.77	1109.05	253.532	1108.35	1.89709	250.735	1109.46	1.11419	11.6712	1000	370	630	0.63	0	42.0946	33.779	0.802455	0.00545899	312
11	298.732	605.601	309.165	609.159	11.0234	295.383	604.459	3.53836	14.8754	749	182	567	0.757009	0	53.3835	22.1398	0.414731	0.00325087	313
11	306.685	1049.86	306.82	1049.38	0.498615	306.109	1051.91	2.12809	7.72922	1791	1451	340	0.189838	0.616415	65.7893	38.3738	0.583284	0.00429171	314
11	294.603	729.574	294.603	729.574	0	294.603	729.574	0	9.04335	317	0	317	1	0	35.5748	12.2102	0.343225	0.00428471	315
11	580.16	125.73	585.473	132.561	8.65389	578.283	123.317	3.05658	12.0231	908	237	671	0.738987	0	45.8145	28.6632	0.625637	0.00397402	316
11	576.375	1400.2	576.375	1400.2	0	576.375	1400.2	0	4.64182	144	0	144	1	0	14.8014	11.7664	0.794957	0.00675549	317
11	587.5	1391.81	587.5	1391.81	0	587.5	1391.81	0	2.39168	32	0	32	1	0	7.52064	4.82907	0.642109	0.00617284	318
11	898.458	1409.04	900.189	1397.68	11.4914	894.447	1435.36	26.6242	30.0026	2554	1784	770	0.301488	0	75.6781	63.0382	0.832978	0.00208037	319
11	975.875	602.748	975.457	606.95	4.22273	976.024	601.243	1.51254	12.8043	838	221	617	0.736277	0	45.4249	28.4472	0.626247	0.00399497	320
11	1126.09	670.837	1126.62	669.016	1.89753	1125.82	671.738	0.93856	20.5604	1934	640	1294	0.66908	0	83.6015	45.6941	0.546571	0.00309886	321
11	1113.94	241.494	1115.47	242.401	1.78004	1112.84	240.84	1.28274	12.0038	893	374	519	0.581187	0.243001	46.2283	31.9463	0.691056	0.00407718	322
11	1196.88	1245.4	1194.41	1239.75	6.16154	1197.76	1247.42	2.20857	11.1967	667	176	491	0.736132	0	45.4683	19.2184	0.422677	0.00481992	323
11	1251.9	1593.56	1251.91	1593.87	0.314133	1251.89	1593.39	0.170704	12.2637	1031	363	668	0.647915	0.000969932	40.8499	34.3464	0.840793	0.00595761	324
11	1288.81	1213.71	1288.73	1213.83	0.14813	1289	1213.45	0.315698	3.53851	263	179	84	0.319392	0	21.2201	15.2527	0.718788	0.00644545	325
11	1326.38	1277.92	1326.38	1277.92	0	1326.38	1277.92	0	5.60188	194	0	194	1	0	20.3518	12.6684	0.622471	0.00573015	326
11	1389.74	1489.74	1389.74	1489.74	0	1389.74	1489.74	0	5.05384	175	0	175	1	0	16.2144	12.4914	0.770389	0.00757445	327
11	1422.08	698.896	1422.08	698.896	0	1422.08	698.896	0	6.11593	250	0	250	1	0	21.0009	14.1502	0.673789	0.00664258	328
11	1453.32	972.945	1455.15	977.088	4.52876	1452.5	971.09	2.02831	9.93794	514	159	355	0.690661	0	38.4453	17.6468	0.45901	0.0053486	329
11	1492.94	680.319	1495.03	679.324	2.30969	1491.89	680.82	1.16155	15.0176	1291	432	859	0.665376	0	58.1239	29.7162	0.511256	0.00473789	330
11	1519.03	843.448	1519.03	843.448	0	1519.03	843.448	0	3.1062	58	0	58	1	0	10.3212	7.0885	0.686792	0.00603915	331
11	1532.81	229.232	1529	234	6.10439	1532.9	229.126	0.135585	5.0254	138	3	135	0.978261	0	19.308	8.209	0.425161	0.00589517	332
11	1543.92	965.395	1545.05	965.23	1.14061	1543.16	965.507	0.774722	10.2312	623	252	371	0.595506	0	43.545	18.7075	0.429613	0.00551835	333
11	1585.91	1385.6	1584.57	1386.23	1.4789	1586.76	1385.2	0.935875	6.31427	338	131	207	0.612426	0	31.5039	15.3336	0.486722	0.00443709	334
11	1611.63	1731.12	1616.32	1730.45	4.73674	1607.94	1731.65	3.72005	10.9227	807	355	452	0.560099	0	46.1912	27.7454	0.600664	0.00428444	335
11	1646.85	121.979	1649.51	124.186	3.45387	1645.57	120.911	1.6702	13.2263	1037	338	699	0.67406	0	52.3364	29.0862	0.555756	0.00450087	336
11	1793.2	1352.14	1793.68	1352.66	0.707079	1790.62	1349.3	3.83642	8.90968	2268	1915	353	0.155644	0	75.7693	41.69	0.550223	0.0029827	337
